,year,date,Average_humidity,Average_dewpoint,Average_barometer,Average_windspeed,Average_gustspeed,Average_direction,Rainfall_for_month,Rainfall_for_year,Maximum_rain_per_minute,Maximum_temperature,Minimum_temperature,Minimum_pressure,Maximum_pressure,Maximum_windspeed,Maximum_gust_speed,Maximum_humidity,Minimum_humidity,Maximum_heat_index
3497,2014,Jan-15,36,10.8,30.1,18.4,25.3,220,0.03,0.03,0,41.6,30.3,49,22,30.223,29.953,31.1,44.9,41.6
3498,2014,Jan-16,25,2,30.1,8.8,14.9,280,0.03,0.03,0,40.6,28.8,42,18,30.229,29.997,20.7,34.5,40.6
3499,2014,Jan-17,32,7.3,30.1,12.9,18.1,239,0.03,0.03,0,43.2,28.4,45,24,30.187,29.979,25.3,38,43.2
3500,2014,Jan-18,23,3.7,30.1,9.5,14.3,261,0.03,0.03,0,47.6,31.6,32,13,30.146,29.993,24.2,32.2,47.6
3501,2014,Jan-19,25,8.1,30,16.2,22.6,244,0.03,0.03,0,47.9,37.3,28,20,30.024,29.874,31.1,43.7,47.9
3502,2014,Jan-20,22,1.7,30.1,8.6,12,239,0.03,0.03,0,44.8,32.9,29,12,30.346,29.87,21.9,28.8,44.8
3503,2014,Jan-21,9,-13.9,30.1,17.5,24.8,246,0.03,0.03,0,49.4,19.9,75,5,30.248,29.916,33.4,49.5,49.4
3504,2014,Jan-22,80,13.5,30.1,3.4,5.4,71,0.03,0.03,0,19.9,17.3,83,75,30.171,30.088,8.1,11.5,19.9
3505,2014,Jan-23,65,5,30.6,2.3,3.7,27,0.09,0.09,0.01,30.1,1.5,83,15,30.78,30.171,16.1,25.3,30.1
3506,2014,Jan-24,18,-3.2,30.2,14.1,20.4,254,0.09,0.09,0,46.9,29.4,28,11,30.45,30.08,28.8,38,46.9
3507,2014,Jan-25,26,9.8,30,11.9,17.9,256,0.09,0.09,0,51.1,36.8,34,19,30.114,29.808,23,33.4,51.1
3508,2014,Jan-26,43,10.6,29.8,10.7,15.4,234,0.09,0.09,0,46.8,10.3,80,20,30.115,29.633,28.8,36.8,46.8
3509,2014,Jan-27,78,3,30.3,1.5,2.6,58,0.09,0.09,0,12.4,-2,80,74,30.513,30.066,8.1,11.5,12.4
3510,2014,Jan-28,45,-6.9,30.4,4.9,8.1,266,0.27,0.27,0.01,29.1,-9.3,76,20,30.6,30.08,19.6,31.1,29.1
3511,2014,Jan-29,44,12.1,29.8,19.8,28.2,241,0.27,0.27,0,37.5,25.6,74,22,30.08,29.413,39.1,52.9,37.5
3512,2014,Jan-30,74,21.5,29.6,5.4,8,253,0.27,0.27,0,34.9,20.3,89,57,29.772,29.441,15,21.9,34.9
3513,2014,Jan-31,84,14.8,29.8,1.3,2.1,79,0.38,0.38,0.01,27.5,6.3,87,79,29.961,29.708,6.9,10.4,27.5
3514,2014,Average and,44,6.9,30.041,10.1,14.9,249,0.382,0.382,0.01,55.4,-9.3,90,5,30.78,29.41,39.1,52.9,55.4
3515,2014,Feb-01,79,7.9,30.1,2,3.2,74,0.04,0.42,0.02,22.3,-0.2,87,71,30.493,29.835,11.5,16.1,22.3
3516,2014,Feb-02,56,0.2,30.2,4.2,6.5,269,0.09,0.47,0.01,29.7,-2.6,81,27,30.396,30.029,23,29.9,29.7
3517,2014,Feb-03,52,5,30,5.6,8.5,229,0.1,0.48,0.01,28.8,14.3,81,31,30.089,29.853,20.7,26.5,28.8
3518,2014,Feb-04,74,-0.7,30.2,3.4,5.2,65,0.1,0.48,0,15.2,-12,80,65,30.59,29.976,11.5,16.1,15.2
3519,2014,Feb-05,66,-17.5,30.7,2,3,42,0.13,0.51,0.01,7.2,-22.5,71,60,30.888,30.477,12.7,17.3,7.2
3520,2014,Feb-06,64,0,30.3,3.9,5.8,243,0.13,0.51,0,24.4,-6.5,73,44,30.554,29.854,17.3,24.2,24.4
3521,2014,Feb-07,56,12.4,29.8,6.5,9.6,241,0.15,0.53,0.01,32.8,18,78,39,29.922,29.738,17.3,26.5,32.8
3522,2014,Feb-08,60,18.6,29.8,8.6,12.9,247,0.16,0.54,0.01,37.3,20.3,88,42,29.947,29.757,20.7,31.1,37.3
3523,2014,Feb-09,76,22.6,29.9,4.4,6.6,259,0.27,0.65,0.03,40.5,17,89,49,30.063,29.737,19.6,26.5,40.5
3524,2014,Feb-10,66,17.8,30,3.7,5.7,281,0.29,0.67,0.01,40.5,14,86,31,30.228,29.877,11.5,19.6,40.5
3525,2014,Feb-11,43,7.9,30.1,8.8,13.1,244,0.29,0.67,0,35.8,13.6,85,31,30.223,29.933,20.7,34.5,35.8
3526,2014,Feb-12,48,14.2,29.9,14,20.9,250,0.29,0.67,0,38.1,26.9,72,35,30.153,29.759,29.9,42.6,38.1
3527,2014,Feb-13,51,21.9,29.8,13,20.4,262,0.29,0.67,0,44.9,32.8,76,36,29.865,29.659,26.5,42.6,44.9
3528,2014,Feb-14,38,12.8,29.8,12.8,20.3,257,0.3,0.68,0.01,43.2,30,61,14,29.99,29.705,28.8,42.6,43.2
3529,2014,Feb-15,37,20.4,29.7,13.7,21,257,0.31,0.69,0.01,49.4,39.5,67,26,29.819,29.633,31.1,43.7,49.4
3530,2014,Feb-16,45,18.8,29.7,10.5,15.4,253,0.31,0.69,0,49.3,24.5,90,24,29.944,29.566,38,42.6,49.3
3531,2014,Feb-17,27,2.7,30,18.2,26.3,252,0.31,0.69,0,44.3,22.4,51,17,30.166,29.702,33.4,50.6,44.3
3532,2014,Feb-18,26,6.5,29.8,14,20.3,254,0.31,0.69,0,46.1,29,54,15,29.916,29.658,32.2,44.9,46.1
3533,2014,Feb-19,37,10.5,29.6,11.7,16.9,243,0.31,0.69,0,46.4,22.2,87,19,29.873,29.384,29.9,38,46.4
3534,2014,Feb-20,36,-2.9,30,12.9,20.2,263,0.31,0.69,0,24.4,16.2,50,27,30.102,29.647,33.4,49.5,24.4
3535,2014,Feb-21,41,6.4,29.9,12,18.5,261,0.31,0.69,0,32.4,20.5,61,27,30.005,29.856,26.5,39.1,32.4
3536,2014,Feb-22,56,13.9,29.9,4.5,7.1,248,0.31,0.69,0,34,19.5,81,31,30.034,29.786,16.1,26.5,34
3537,2014,Feb-23,44,13,29.9,12.1,18,253,0.31,0.69,0,44.2,19.4,84,24,30.034,29.711,33.4,49.5,44.2
3538,2014,Feb-24,24,5.5,29.7,19.9,29.5,253,0.31,0.69,0,40.5,37.2,28,19,29.723,29.671,38,47.2,40.5
3539,2014,Feb-25,76,-2.6,30.3,0.8,1.5,325,0.31,0.69,0,40.5,1.4,77,23,30.432,29.707,3.5,4.6,40.5
3540,2014,Feb-26,35,0.4,30.1,5.8,9.1,255,0.37,0.75,0.01,46.8,-0.8,82,12,30.48,29.843,18.4,26.5,46.8
3541,2014,Feb-27,42,18.4,29.6,6.3,9.2,251,0.37,0.75,0,50.4,27.8,60,24,29.843,29.454,17.3,25.3,50.4
3542,2014,Feb-28,46,19.2,29.6,13.2,19.8,246,0.37,0.75,0,42.6,30.3,67,31,29.646,29.479,26.5,36.8,42.6
3543,2014,Average and,50,9.2,29.952,8.8,13.2,253,0.37,0.752,0.03,50.4,-22.5,90,12,30.89,29.38,38,50.6,50.4
3544,2014,Mar-01,74,13.7,29.8,5.9,8.4,19,0.06,0.81,0.01,43.2,9.3,87,50,30.229,29.474,25.3,29.9,43.2
3545,2014,Mar-02,54,17,30,4.9,7.3,259,0.08,0.83,0.01,40.6,22.7,82,34,30.271,29.751,20.7,32.2,40.6
3546,2014,Mar-03,44,17.1,29.9,6.2,9.7,237,0.08,0.83,0,48.1,25.1,75,25,30.163,29.824,20.7,29.9,48.1
3547,2014,Mar-04,53,20.9,29.8,7.8,11.3,242,0.08,0.83,0,50.5,26.7,91,25,29.988,29.656,19.6,28.8,50.5
3548,2014,Mar-05,54,16,30.1,6.5,9.9,251,0.17,0.92,0.01,46.4,17.3,91,23,30.278,29.936,20.7,32.2,46.4
3549,2014,Mar-06,27,11.6,29.8,9.6,14,239,0.17,0.92,0,55.7,38.3,39,16,29.945,29.635,26.5,34.5,55.7
3550,2014,Mar-07,79,25,29.9,3.1,4.9,144,0.3,1.05,0.02,41.3,22.9,91,39,30.294,29.613,13.8,20.7,41.3
3551,2014,Mar-08,63,18.5,30.3,1.9,3.3,215,0.39,1.14,0.01,45.4,17,90,27,30.45,30.193,18.4,19.6,45.4
3552,2014,Mar-09,16,1.6,30,13.8,19.8,243,0.39,1.14,0,55.9,38,28,9,30.221,29.904,29.9,44.9,55.9
3553,2014,Mar-10,16,3.9,29.7,11.8,17.5,242,0.39,1.14,0,58.7,42.2,25,9,29.922,29.376,26.5,40.3,58.7
3554,2014,Mar-11,51,13.6,29.9,9.1,13.3,314,0.39,1.14,0,48.6,14.8,77,18,30.455,29.376,27.6,34.5,48.6
3555,2014,Mar-12,42,2.2,30.4,2.7,4.5,260,0.39,1.14,0,50.5,5,77,9,30.616,30.115,16.1,21.9,50.5
3556,2014,Mar-13,21,3,29.9,11.7,18,256,0.39,1.14,0,50.1,24.4,47,14,30.115,29.697,28.8,44.9,50.1
3557,2014,Mar-14,25,5.5,29.9,6.2,9.4,247,0.39,1.14,0,51.9,22,48,13,30.062,29.745,19.6,26.5,51.9
3558,2014,Mar-15,44,12.8,30,5.4,8.5,269,0.39,1.14,0,41.1,25.8,79,23,30.356,29.72,18.4,27.6,41.1
3559,2014,Mar-16,30,9.3,30.1,12.5,17.3,222,0.39,1.14,0,53.5,28.8,43,16,30.306,29.825,29.9,36.8,53.5
3560,2014,Mar-17,32,11.5,29.5,11.5,17,236,0.39,1.14,0,52,25.3,79,17,29.825,29.18,25.3,36.8,52
3561,2014,Mar-18,44,7.6,29.8,9.4,13.9,275,0.39,1.14,0,34.3,21.6,69,25,30.15,29.313,27.6,39.1,34.3
3562,2014,Mar-19,37,5,30.1,8.5,13.1,254,0.39,1.14,0,44.2,14,76,18,30.187,29.913,27.6,42.6,44.2
3563,2014,Mar-20,18,0.1,29.8,17.1,25.4,254,0.39,1.14,0,52,32.8,27,12,29.927,29.692,28.8,41.4,52
3564,2014,Mar-21,38,9.7,29.9,6.5,10.2,211,0.39,1.14,0,41.8,25.6,73,15,30.151,29.691,18.4,26.5,41.8
3565,2014,Mar-22,82,14.8,30.2,3.2,5.3,75,0.39,1.14,0,25.6,10.4,85,69,30.535,30.048,9.2,12.7,25.6
3566,2014,Mar-23,45,6.7,30.2,8.1,12,246,0.44,1.19,0.01,46.7,2.8,87,16,30.541,29.971,27.6,43.7,46.7
3567,2014,Mar-24,54,12.9,30.1,6.5,10.3,15,0.44,1.19,0,45.8,19.7,83,19,30.306,30.016,18.4,27.6,45.8
3568,2014,Mar-25,47,13.5,30,5.6,8.4,242,0.44,1.19,0,57.6,19.4,87,11,30.309,29.676,23,28.8,57.6
3569,2014,Mar-26,36,15.9,29.4,10.3,15,240,0.44,1.19,0,53,27.5,81,18,29.676,29.194,24.2,35.7,53
3570,2014,Mar-27,51,16.1,29.6,7.7,11.9,256,0.44,1.19,0,45.7,26,90,16,29.868,29.194,20.7,36.8,45.7
3571,2014,Mar-28,43,10.9,30,9.7,14.9,257,0.46,1.21,0.01,41.1,25.6,84,25,30.168,29.819,20.7,31.1,41.1
3572,2014,Mar-29,25,8.9,30,12.1,17.3,238,0.46,1.21,0,51.1,33.1,35,18,30.151,29.751,26.5,42.6,51.1
3573,2014,Mar-30,31,15,29.5,10.2,14.7,233,0.47,1.22,0.01,56.6,33.1,86,16,29.751,29.293,26.5,43.7,56.6
3574,2014,Mar-31,39,11.1,29.7,13.6,20.2,250,0.47,1.22,0,42.9,27,69,19,30.004,29.277,34.5,49.5,42.9
3575,2014,Average and,42,11.3,29.916,8.4,12.5,247,0.469,1.22,0.02,58.7,2.8,91,9,30.62,29.18,34.5,49.5,58.7
3576,2014,Apr-01,59,20.2,29.8,4,6.3,236,0,1.22,0,44.1,23.2,87,32,29.979,29.658,18.4,26.5,44.1
3577,2014,Apr-02,63,20.6,29.7,5.9,9.1,244,0,1.22,0,45.9,23.3,86,24,29.75,29.55,23,31.1,45.9
3578,2014,Apr-03,59,16.7,29.9,5.4,7.9,358,0.05,1.27,0.01,39.9,23.2,89,26,30.151,29.678,20.7,25.3,39.9
3579,2014,Apr-04,45,11.3,30,4.7,6.9,255,0.05,1.27,0,45.9,16.7,78,22,30.167,29.906,19.6,20.7,45.9
3580,2014,Apr-05,51,18.2,29.8,4.4,6.6,250,0.05,1.27,0,48,26,87,23,29.93,29.737,17.3,25.3,48
3581,2014,Apr-06,52,15.4,29.9,5.7,9,274,0.05,1.27,0,45.7,21.1,88,17,30.112,29.831,18.4,29.9,45.7
3582,2014,Apr-07,53,17.7,30.1,5.2,8.5,300,0.08,1.3,0.01,45.8,24.4,87,23,30.192,29.941,18.4,29.9,45.8
3583,2014,Apr-08,32,18,30,8.7,13.4,265,0.08,1.3,0,59.5,38.3,51,16,30.141,29.916,16.1,26.5,59.5
3584,2014,Apr-09,23,16.4,29.8,11.9,18,247,0.08,1.3,0,65.5,46.1,36,14,29.916,29.585,23,40.3,65.5
3585,2014,Apr-10,32,20.4,29.7,8.8,14.1,261,0.08,1.3,0,60.5,39.8,60,17,29.865,29.578,24.2,38,60.5
3586,2014,Apr-11,37,18.4,29.8,5.1,7.8,250,0.08,1.3,0,65.8,27.2,76,11,30.041,29.591,17.3,26.5,65.8
3587,2014,Apr-12,26,16.5,29.5,6.6,9.7,248,0.11,1.33,0.01,62.6,40.5,76,13,29.639,29.376,20.7,31.1,62.6
3588,2014,Apr-13,85,20.1,29.9,4.2,7.1,84,0.17,1.39,0.01,40.3,12.6,91,76,30.417,29.527,13.8,19.6,40.3
3589,2014,Apr-14,53,5.9,30.4,4.8,7.5,256,0.35,1.57,0.02,35.3,2.8,81,26,30.61,30.143,18.4,25.3,35.3
3590,2014,Apr-15,28,10,29.8,12,18.1,249,0.37,1.59,0.01,50.8,30,38,20,30.143,29.488,26.5,40.3,50.8
3591,2014,Apr-16,43,14.4,29.8,7.7,12.3,251,0.37,1.59,0,49.6,31.5,84,14,30.042,29.486,20.7,29.9,49.6
3592,2014,Apr-21,54,30.6,30,1.9,3.8,74,0.37,1.59,0,57,37,73,20,30.045,29.9,8.1,13.8,57
3593,2014,Apr-22,53,28.1,29.8,3.3,5.2,251,0.37,1.59,0,66.6,30.9,85,20,30.023,29.397,19.6,31.1,66.6
3594,2014,Apr-23,35,19.8,29.5,10.2,15.2,248,0.37,1.59,0,55.7,35.9,68,24,29.78,29.255,26.5,43.7,55.7
3595,2014,Apr-24,25,9,29.8,11.5,16.9,249,0.37,1.59,0,57.8,30.9,32,16,29.935,29.728,24.2,33.4,57.8
3596,2014,Apr-25,28,17.1,29.6,4.3,7,207,0.37,1.59,0,60.6,39.2,50,14,29.746,29.461,17.3,26.5,60.6
3597,2014,Apr-26,32,21,29.2,5.5,8.8,231,0.37,1.59,0,64.6,32.7,60,14,29.501,29.014,20.7,26.5,64.6
3598,2014,Apr-27,41,16.8,29.3,14.8,21.8,246,0.37,1.59,0,43,35.5,50,36,29.536,29.055,29.9,48.3,43
3599,2014,Apr-28,34,9,29.7,11.5,17.8,254,0.37,1.59,0,43.2,31.2,48,17,29.988,29.536,31.1,40.3,43.2
3600,2014,Apr-29,41,12.5,30.1,5.8,9.6,294,0.37,1.59,0,41.6,29.5,75,27,30.241,29.956,20.7,32.2,41.6
3601,2014,Apr-30,37,11.4,30.2,6.6,11,315,0.37,1.59,0,46.5,27.9,54,22,30.307,30.164,25.3,36.8,46.5
3602,2014,Average and,43,16.4,29.815,7,10.8,256,0.37,1.591,0.02,66.6,2.8,91,11,30.61,29.01,31.1,48.3,66.6
3603,2014,May-01,27,8.1,30.1,4.9,8.4,295,0,1.59,0,55.9,26.3,47,11,30.271,29.946,19.6,29.9,55.9
3604,2014,May-02,27,19.3,29.8,5.7,9.5,284,0,1.59,0,66.2,35.5,44,17,29.953,29.686,16.1,26.5,66.2
3605,2014,May-03,21,17.1,29.7,7.8,12,258,0,1.59,0,71.5,44.1,42,9,29.798,29.579,25.3,33.4,72.9
3606,2014,May-04,18,11.8,29.6,6.4,10.2,262,0,1.59,0,72.8,41.5,38,7,29.692,29.508,23,34.5,72.9
3607,2014,May-05,19,10.6,29.6,4.8,7,238,0,1.59,0,68.3,40.5,38,8,29.734,29.474,19.6,26.5,70.3
3608,2014,May-06,23,15.7,29.4,4.8,7.8,223,0,1.59,0,67.1,38.4,59,11,29.514,29.265,21.9,26.5,67.1
3609,2014,May-07,65,31,29.5,3.3,5.4,75,0.25,1.84,0.01,53.6,34.7,88,21,29.633,29.314,15,18.4,53.6
3610,2014,May-08,72,29.7,29.7,3.4,5.7,75,0.28,1.87,0.01,49.2,31.5,92,35,29.864,29.633,16.1,24.2,49.2
3611,2014,May-09,53,25.7,29.8,6.9,10.4,241,0.29,1.88,0.01,54.5,32.8,87,30,29.842,29.632,25.3,40.3,54.5
3612,2014,May-10,58,28.8,29.7,6.3,9.3,239,0.35,1.94,0.01,52.8,34.6,88,34,29.782,29.594,20.7,27.6,52.8
3613,2014,May-11,90,28.5,29.9,0.6,1,74,0.78,2.37,0.01,40.6,25.8,93,85,30.151,29.575,10.4,17.3,40.6
3614,2014,May-12,75,19.6,30.3,3.9,5.7,47,0.99,2.58,0.01,32.2,18.8,89,57,30.558,30.126,18.4,24.2,32.2
3615,2014,May-13,58,15.1,30.5,1.8,3.3,277,1.06,2.65,0.01,42.1,12.9,83,31,30.618,30.457,11.5,16.1,42.1
3616,2014,May-14,44,17.7,30.3,5,8.1,297,1.06,2.65,0,50.9,29.4,72,21,30.457,30.187,21.9,32.2,50.9
3617,2014,May-15,63,27.6,30.2,2.3,4,41,1.06,2.65,0,52.8,26.4,86,33,30.29,30.022,17.3,26.5,52.8
3618,2014,May-16,60,31.6,29.9,4.1,7.1,285,1.23,2.82,0.01,58.3,34,90,22,30.025,29.802,15,25.3,58.3
3619,2014,May-17,68,37,29.8,3.1,5.3,288,1.28,2.87,0.01,62.5,36.9,94,26,30.03,29.738,17.3,27.6,62.5
3620,2014,May-18,44,26.7,29.6,4.7,7.1,237,1.28,2.87,0,72.7,33.8,92,13,29.828,29.341,21.9,28.8,74.6
3621,2014,May-19,34,22.6,29.5,6.6,9.9,240,1.28,2.87,0,71.5,34.7,68,11,29.653,29.424,24.2,34.5,73.2
3622,2014,May-20,62,41,29.7,2.8,5.5,116,1.28,2.87,0,62.8,44.2,81,45,29.784,29.616,11.5,19.6,62.8
3623,2014,May-21,74,41.8,29.9,1.9,3.6,71,1.34,2.93,0.01,61.5,40.9,89,48,29.998,29.782,12.7,19.6,61.5
3624,2014,May-22,69,41.2,29.9,1.7,3.4,116,1.34,2.93,0,68.6,39.8,89,22,30.029,29.838,10.4,16.1,75.8
3625,2014,May-23,73,40.7,29.9,2.6,4.7,69,1.45,3.04,0.01,64,37,92,37,30.03,29.815,11.5,19.6,64
3626,2014,May-24,78,42.5,29.8,3.4,5.5,108,1.76,3.35,0.01,61.6,39.9,94,54,29.895,29.73,13.8,18.4,61.6
3627,2014,May-25,81,40.7,29.8,2.7,4.5,326,2.04,3.63,0.02,58.7,37.3,93,47,29.984,29.76,18.4,26.5,58.7
3628,2014,May-28,65,30.6,29.7,0.8,1.6,276,2.04,3.63,0,58.6,17,72,46,29.921,29.457,3.5,4.6,58.6
3629,2014,May-29,55,34.2,29.7,3.4,5.2,280,2.06,3.65,0.01,77,13.3,80,19,29.911,29.386,19.6,28.8,77.4
3630,2014,May-30,78,45.7,29.8,1.9,3.1,66,2.33,3.92,0.08,64.2,25.2,92,46,29.985,29.665,13.8,19.6,64.2
3631,2014,May-31,59,41,29.8,4.2,6.5,286,2.33,3.92,0,73.2,42.3,93,22,29.985,29.619,16.1,26.5,77.2
3632,2014,Average and,56,28.9,29.839,3.9,6.2,263,2.331,3.921,0.08,77,12.9,95,7,30.62,29.27,25.3,40.3,77.4
3633,2014,Jun-01,44,32.6,29.6,5.5,8.8,270,0,3.92,0,75.1,43.6,87,13,29.769,29.518,24.2,31.1,75.6
3634,2014,Jun-02,55,39.5,29.7,3.2,5.4,86,0,3.92,0,76,45.4,86,12,29.81,29.649,13.8,20.7,77.4
3635,2014,Jun-03,35,27.5,29.6,7,10.5,248,0,3.92,0,76.8,40.6,76,11,29.704,29.458,28.8,47.2,76.4
3636,2014,Jun-04,39,31.9,29.7,2.8,5.1,87,0,3.92,0,71.9,37,62,17,29.8,29.554,12.7,19.6,77
3637,2014,Jun-05,58,38.7,29.8,2.4,4.1,51,0,3.92,0,68.1,37.8,85,22,29.833,29.659,20.7,28.8,77.2
3638,2014,Jun-06,59,37.5,29.7,3.1,5.1,14,0.02,3.94,0.01,72.1,36.9,92,17,29.836,29.598,19.6,27.6,76.3
3639,2014,Jun-07,78,44,29.8,2.3,4.3,93,0.02,3.94,0,61,41.3,92,48,29.907,29.748,11.5,16.1,61
3640,2014,Jun-08,75,39.3,29.8,2.9,4.7,2,0.04,3.96,0.01,56.9,37.8,93,48,29.98,29.698,17.3,26.5,56.9
3641,2014,Jun-09,40,25.5,29.9,3.5,6.1,46,0.04,3.96,0,62.6,33.8,76,17,30.094,29.787,20.7,26.5,62.6
3642,2014,Jun-10,36,29.1,29.7,5.8,9.3,264,0.04,3.96,0,76.5,37,78,11,29.874,29.496,23,35.7,76.1
3643,2014,Jun-11,51,36.3,29.6,4.4,7.1,274,0.12,4.04,0.01,74.4,45.4,89,18,29.825,29.472,18.4,27.6,75.7
3644,2014,Jun-12,76,46.8,29.9,2.5,4.6,80,0.12,4.04,0,65.3,45.5,94,57,30,29.76,15,21.9,65.3
3645,2014,Jun-13,44,29.8,29.6,7.2,10.7,249,0.12,4.04,0,77.4,38.9,93,10,29.836,29.323,25.3,35.7,76.6
3646,2014,Jun-14,43,28.7,29.5,4.7,7.7,255,0.12,4.04,0,69.9,38.3,76,15,29.656,29.36,27.6,34.5,74.6
3647,2014,Jun-15,43,27.1,29.7,5.8,8.9,251,0.12,4.04,0,68.8,34.3,80,15,29.787,29.587,23,33.4,73.2
3648,2014,Jun-16,30,21.6,29.5,7.3,10.7,232,0.12,4.04,0,75.6,35.6,72,12,29.616,29.383,24.2,34.5,75.4
3649,2014,Jun-17,30,25,29.5,4.8,7.8,217,0.12,4.04,0,74.6,36.5,68,15,29.628,29.337,16.1,24.2,75.8
3650,2014,Jun-18,42,31.1,29.6,5.3,8.5,258,0.12,4.04,0,67.8,43.6,84,20,29.746,29.414,16.1,24.2,67.8
3651,2014,Jun-19,37,25.7,29.9,6.9,10.5,244,0.12,4.04,0,72.3,40.8,89,12,29.981,29.744,19.6,29.9,74.2
3652,2014,Jun-20,38,28.7,29.8,3.6,5.6,208,0.12,4.04,0,78.3,35.2,77,9,29.983,29.664,16.1,19.6,77.1
3653,2014,Jun-21,44,34.9,29.7,2.7,4.6,2,0.12,4.04,0,75.4,39.8,71,17,29.849,29.587,26.5,34.5,76.9
3654,2014,Jun-22,47,35.9,29.7,3.9,6.4,229,0.12,4.04,0,72.8,45.4,77,17,29.859,29.631,19.6,27.6,77.4
3655,2014,Jun-23,66,43.5,29.8,4,6.6,55,0.12,4.04,0,68.6,39.1,91,35,29.923,29.749,15,21.9,77.5
3656,2014,Jun-24,65,46.2,29.8,3.5,6,66,0.12,4.04,0,69.8,47.4,92,41,29.892,29.745,16.1,19.6,77.5
3657,2014,Jun-25,52,41.5,29.7,2.6,4.5,58,0.12,4.04,0,80.2,46,88,13,29.836,29.593,13.8,19.6,78.5
3658,2014,Jun-26,39,32.4,29.5,4.6,7.3,245,0.12,4.04,0,84.4,42.2,91,11,29.688,29.237,18.4,27.6,81.4
3659,2014,Jun-27,34,32.4,29.4,5.6,9,258,0.12,4.04,0,73.3,51.4,60,21,29.52,29.302,23,50.6,77.4
3660,2014,Jun-28,32,28.7,29.6,8.3,13.1,253,0.12,4.04,0,74,50.2,69,15,29.719,29.49,21.9,33.4,75.4
3661,2014,Jun-29,30,28.8,29.6,4.7,7.4,250,0.12,4.04,0,83.9,38.9,68,12,29.784,29.487,20.7,31.1,81
3662,2014,Jun-30,32,29.9,29.6,4.8,8.3,292,0.12,4.04,0,83.2,45.1,64,11,29.751,29.507,15,27.6,80.5
3663,2014,Average and,46,33.3,29.684,4.5,7.3,254,0.118,4.039,0.01,84.4,33.8,94,9,30.09,29.24,28.8,50.6,81.4
3664,2014,Jul-01,49,36.1,29.9,2.8,5.1,105,0,4.04,0,67.8,38.3,77,33,30.012,29.751,15,20.7,67.8
3665,2014,Jul-02,53,42.7,29.9,2.8,5.2,102,0,4.04,0,71.6,49.6,76,36,29.996,29.813,11.5,19.6,77.5
3666,2014,Jul-03,54,41.8,29.8,2.5,4.4,52,0.13,4.17,0.04,81.1,41.8,90,17,29.954,29.706,18.4,24.2,79.4
3667,2014,Jul-04,54,41.3,29.9,4.7,7.3,267,0.24,4.28,0.01,80.9,47.3,87,18,29.963,29.767,18.4,27.6,79.1
3668,2014,Jul-05,47,39.1,29.9,3.7,5.9,260,0.25,4.29,0.01,82.2,45.4,92,16,30.039,29.715,20.7,27.6,80.1
3669,2014,Jul-06,37,36.8,29.8,2.9,4.9,335,0.25,4.29,0,86.7,46.8,67,13,29.919,29.597,16.1,21.9,83.2
3670,2014,Jul-07,46,38.5,29.7,4.6,7.6,321,0.37,4.41,0.02,91.6,45.5,90,9,29.83,29.606,19.6,29.9,87.3
3671,2014,Jul-08,67,50,29.8,3,5.3,72,0.38,4.42,0.01,74.9,53.9,87,43,29.984,29.704,11.5,17.3,77.6
3672,2014,Jul-09,49,42.7,29.7,3.8,6.2,276,0.38,4.42,0,84,45.7,90,15,29.861,29.551,21.9,32.2,81.1
3673,2014,Jul-10,32,38.9,29.6,4.8,7.8,252,0.4,4.44,0.01,83.4,59.7,80,17,29.641,29.495,15,21.9,80.8
3674,2014,Jul-11,58,49.2,29.7,4.4,6.8,255,0.49,4.53,0.01,78,57.2,89,28,29.843,29.593,13.8,19.6,78
3675,2014,Jul-12,79,53.3,29.9,3.2,5.3,44,1.44,5.48,0.06,70.3,52.3,91,51,30.041,29.795,18.4,24.2,76.3
3676,2014,Jul-13,75,50.8,30,2.4,4.1,45,1.66,5.7,0.04,75.6,45.1,94,44,30.149,29.882,17.3,26.5,77.8
3677,2014,Jul-14,72,49.2,30,1.8,3.3,82,1.73,5.77,0.01,71.9,47.4,95,36,30.089,29.909,10.4,17.3,77.5
3678,2014,Jul-15,74,49.9,29.8,3.1,5.1,57,1.92,5.96,0.04,71.1,47.6,93,49,30,29.679,20.7,31.1,77.1
3679,2014,Jul-16,84,49.8,29.8,2.3,4,70,2.19,6.23,0.02,68.4,49.6,94,51,29.865,29.673,13.8,18.4,77.2
3680,2014,Jul-17,78,48.5,29.8,1.7,3.3,112,2.2,6.24,0.01,67.1,43.3,95,57,29.963,29.766,10.4,13.8,67.1
3681,2014,Jul-18,58,42.7,29.8,2.7,4.7,296,2.21,6.25,0.01,78.1,44.1,94,21,29.826,29.629,15,24.2,77.7
3682,2014,Jul-19,44,37.3,29.7,2.7,4.7,287,2.21,6.25,0,84.3,43.9,83,12,29.838,29.583,13.8,19.6,81.5
3683,2014,Jul-20,41,38,29.7,3.5,5.6,255,2.21,6.25,0,87.4,44.9,74,15,29.841,29.636,17.3,25.3,83.9
3684,2014,Jul-21,39,39.9,29.7,3.5,5.6,275,2.21,6.25,0,86.1,52.6,65,17,29.822,29.659,13.8,20.7,83.1
3685,2014,Jul-22,45,42.6,29.9,3,5.2,52,2.21,6.25,0,82.8,46.1,73,12,29.986,29.817,13.8,21.9,80.8
3686,2014,Jul-23,63,50.7,29.9,2.9,4.9,18,2.26,6.3,0.01,81.2,48.6,87,33,30.036,29.782,17.3,21.9,81.9
